,Review,Rating
41," I have been going through lot of blogs since many years and this travel blogger Shivya Nath is one of my favorites who had written about how to start solo travelling where she stated to start a solo trip with a known place that you are comfortable with and there you go,",0
42, I just wanted to feel comfortable in one place and come out of my hidden fears.,1
43," I have always been scared of dark and staying alone,",0
44," One of my friends referred me to stay in this place,",1
45, As comfortable as I want to be and as adventurous as I can be.,0
46,"Tree house that I stayed in where there is no electricity,",1
47, I managed to walk all through gazing at the moon by telling thanks for shedding the light while I walked!,1
48, I have always felt wish I could stay longer.,0
49, A friend of mine who accompanied me is a wild life and nature lover and so am I; so I decided this time to stay close to Bhadra Wild Life Sanctuary.,1
50," We stayed in a place called Nature Light Home Stay in Mallandur,",1
51, Nature Light Home Stay has the best food and best hosts I have come across.,1
52," Que ce soit dans un hotel 5 etoiles,",1
53, And then the shock: we had booked in (and payed already - it was the only possibility to get a room) a shit hole!,1
54," The rooms were really old,",0
55, We complaint because of the locker and got a different room which was slightly better.,1
56," somehow we managed to calm our mind,",1
57," We ended up in one of the best hotels in Bagalkot,",0
58,decent dinner.,0
59, Visiting the impressive Durga Temple we agreed that it was worth staying in our filthy place to come here.,1
60,In Badami we made a little lunch break and went for a nice Thali to the Mayura Hotel before we took a horse-drawn carriage to reach the Badami Caves.,0
61, Finally we took back the bus to Bagalkot and went to the hotel for dinner before it was back to the awful room for another short night.,0
62, We stayed in the Sabala Heritage Home .,0
63, clean and quiet room with a big bathroom with hot water and a balcony (with a view over the fields around Bijapur).,1
64, The handicrafts are sold in different shops around India.,1
65, We had booked 3 nights in a non AC simple room in Hampi Bazaar for 2.,1
66, But the cost of the rooms ruined our budget.,1
67, we stayed a fourth night at a different place.,1
68," As our room was directly on the path to the river,",1
69,Later we had a relaxing breakfast in a decent rooftop restaurant.,1
70, We wanted to stay in Badami for 2 nights - everything fully booked.,0
71," A travel agent found us a room in Bagalkot and he was also able to book a long distance bus for us later on,",0
72, We were very sad that we could not stay here as we liked it much more.,1
73, But avoid peak season when you will not get a bed cheaper than 1000 rupees for a cramped room (if you can get a bed at all).,0
74, Another attraction was various off-season hotel discount offered by different travel-sites.,1
75, otherwise to stay en-route at night and reach Munnar next day morning.,1
76, but properly maintained except few places.,0
77,Hotel Annamalai (Rs 650/-) was a place with basic facilities and Parking lot.,1
78, The allotted room was broad enough but Munia was not satisfied with cleanliness.,1
79, A beautiful place with shops and market as also lodging facilities.,0
80, A nearby Hotel named Sarovar was managed by a lady.,1
81,Hotel West Wood Riverside was selected thru Makemytrip (Rs.,1
82, Hotel was located at around a km from the central point of Munnar at the bank of Mudhirapuzam river.,1
83, We were alloted a room with river view.,0
84, but with enough current.,0
85,the car inside the hotel courtyard.,0
86, Vehicles are not allowed after a particular point.,0
87,"We saw a hotel (named Hotel Periyar Residency) in that place,",1
88, Feeling extremely tired Munia wanted to have the dinner in the hotel room but the food rates were painful.,1
89," Food was served after a long wait nevertheless it was north Indian type,",1
90, There were lot of resorts/Home Stays in both sides of the road.,0
91, Hotel KTDC WATERSCAPES is situated right inside the sanctuary.,1
92,We reached KTDC Kumarakom Resort (Rental Rs.,1
93, The reception official informed that our booking was upgraded to lake-view room.,1
94, There were several small-sized canals within the area and canal view rooms (which we originally booked and less costly) were located by the side of the canal.,1
95,View from the room balcony was exquisite.,1
96, amenities and luxurious arrangements of the boat.,1
97, House boat was very popular for staying amongst tourists but not cheap.,1
98,Night buffet dinner at the resort was quite costly (Rs.,0
99, Walking into the huge garden within the resort was enjoying experience.,0
100, I pulled the chair to the balcony and admire the dark nature with room-lights switched off.,1
101," with dining table luxurious sofa-sets,",1
102,Our duration of stay at Kumarakom was coming to an end.,1
103, KTDC Hotel Tamarind at Alpuzah (Rs 1200).,1
104,We booked this hotel also thru MakeMy trip.,1
105, The room allotted was extremely small.,0
106, Maintenance of the hotel was not up to the mark.,0
107, Even the room key was not operating properly.,1
108, We were disappointed but there was no other choice.,0
109, equipped with all facilities expected in a star hotel.,0
110,We came back to hotel and refreshed ourselves with Coffee and tasteful Banana Fry.,1
111," Large no of shops were visible in that area selling varieties of food items,",1
112,We also crossed the other side of the river and hired bikes to 'monkey' temple with its 600 steps to the top.,1
113,For one of the days we hired a taxi for a visit to Bandipur National Park for a tiger safari.,1
114, We didn't see a tiger but we did wait at a spot for 30 min because apparently there was one about to arrive at the watering hole.,1
115,Reached Kudle Beach resort by 2pm with a couple of breaks.,1
116, It was a lovely resort with an awesome view of the Kudle beach.,1
117,Bang opposite the resort is a beautiful hillock.,1
118,Opposite the Kudle resort is a Shiva cave.,1
119, I'm trying to stay on of this trip.,0
120, we made it and after we claimed our luggage we found my brother-in-law amongst the throng of hired drivers looking for their patrons.,1
121, We took a taxi from the airport to our hotel took about an hour and a half door to door.,0
122," I had that thought about 20 minutes earlier as our cab driver had passed 15 people,",1
123, We love the relaxed rules of India.,1
124, Apparently its the more remote resorts such as retreats in the jungle somewhere away from any other hint of civilisation.,1
125,"After settling into our fancy hotel (there is only one budget hostel outside the city,",1
126,Just around the corner from our hotel was a large cathedral (built in 1931).,0
127, We somehow managed to find a train leaving the following day and booked it straight away.,0
128," Despite reserving 2 nights at our hotel online,",1
129,we stayed and cancelled our 2nd night with no fuss.,0
130, toast and a free taxi to the train station - all on the house.,1
131, Maybe we should stay in hotels more often.,1
132, before we arrived we could not get ourselves excited for Hampi as we enjoyed our few days of relaxation in Goa and had seen enough palaces and temples to last a lifetime by now.,1
133,After crossing the river by the small overcrowded motor boat (30 second ride) we initially settled at Nargilla home stay but after a few hours of no power we decided to move to Sunny Guesthouse that had 24hrs electricity thanks to a backup generator.,1
134, It actually surprised us how much room we had inside one of the circular huts (bathroom included).,0
135, and waiting at the boat dock a group of children made a beeline for P and her camera all asking for their pictures to be taken.,1
136, We did manage to take some adorable pictures though.,1
137, Sadly this did not stop the rickshaw driver from waiting for us.,0
138, Nevertheless this guy thought it would be useful for his rickshaw business to them inform us he would be very angry with us if we proceeded to go with someone else.,1
139, When we entered the temple he stayed at the gate.,1
140, In the tourism office (located in Virupaksha Temple) we found out they were offering bicycle tours around the ruins as the distant between them was not very far (despite what many rickshaw drivers tell people) plus we would be given a guide providing information on the history.,1
141, you’ll never guess who was waiting for us.,0
142,After lots of picture taking and as much sun exposure that we could manage we walked back towards the boat jetty.,1
143,We were informed that this kingdom was very successful at the time.,0
144,Over the 5 hours of the tour we cycled from one site to another (with very little distance between them) and were given some information on their history.,0
145, It was very informative illustrating key features and designs of temples you may have otherwise missed.,1
146,Before finishing this blog we will share a story that stayed with us.,1
147,"What really surprised us when talking to him was that although he has managed to forge a way of life for himself and even his siblings,",1
148, There is a hanging bridge over the water falls which allows workers from other villages to cross and come to work in the mill.,0
149," swankiest hotel I’ve stayed in so far,",0
150, what with its stunning rooms and top-notch view over Ooty.,1
151," I had a unique stay in the hotel,",0
152," my excitement at being in the largest room I think I’ve ever stayed in,",1
153," The lodge is at the end of a 200 metre dirt driveway from the main road,",1
154, making for a very spooky walk to the nearby resort hotel for dinner and back again.,1
155, we only then saw the other buffalo hidden in the bushes to the left getting read to charge us - jumping around in a circle and snorting like crazy.,1
156," There also checked in two other foreign travellers in the room opposite me,",0
157, The fact that I was not so alone in the hotel did make the second night a bit easier to sleep through.,0
158," Taking a taxi from Ooty to a tiny forest outpost called Singara around 30km away took me down from the hills again,",1
159, a monkey tried to get inside the taxi but fortunately I had rolled the window up.,0
160,"The taxi driver dropped me off in the jungle outpost “town”,",0
161," the owner of the lodge I had booked into,",0
162," I had booked myself into the lodge’s stunningly sited Tree House,",1
163,I was also amazingly enough the only guest there for my two-night stay.,1
164, they had five rooms booked up in total for the same evening.,1
165," The owner actually said I could have any of the rooms for the same price (still,",0
166, not cheap – I consider it my “splurge” during this trip!,0
167," including the luxury suite with its two bedrooms,",0
168, or I could stay in one room one night and switch to another the other night.,1
169,"My second day I had to wait a bit to see if it was possible to go on a “nature walk” as well as another evening safari,",1
170," I was disappointed with the rain,",0
171, but certainly didn’t want to find myself having to run away from something only to fall face down into a muddy pool and have the thing catch up with me.,0
172," Another different thing about safaris in India compared with Africa is that the guides are not allowed to carry guns,",1
173," both ready to charge at any minute,",0
174, That was just about enough excitement for one evening for me.,0
175, Unfortunately my viewing of a tiger in the wild will have to wait for another time.,1
176," in the most wonderful and comfortable hotel with an array of fantastic hotel freebies including talc,",0
177," from room service,",0
178, from the comfort of my very own spare bedroom in my beautiful little house in Croydon.,1
179,Our destination was Hotel MayuraGerusoppaJogfalls of Karnataka Tourism.,1
180,Felt hungry and finished breakfast at a roadside hotel immediately after Chitradurga town(10 AM).,1
181,"Hotel Mayura Gerusoppa Jog falls,",0
182, Inside room was cosy and spacious.,1
183, No private hotel was allowed adjacent to that area.,1
184, Hired vehicle and of course private vehicles.,1
185," KSTDC Hotels where we were staying was on Shimoga District,",0
186, while on other side of Karwar district only Government Inspection Bunglow and some private shops were located.,1
187," Had tea and small chat with shop-owner,",0
188,Meanwhile dark clouds covered almost entire place including Hotel area.,1
189, There are no of hotels in the vicinity.,0
190, The entire place including hotels belong to a private RNShetty Group.,0
191, We selected Hotel RNS Residency Hotel for staying.,1
192, Location of the hotel was unique since it was constructed on an area which was extended to the sea.,1
193, Thus almost three sides of the hotels were surrounded by the sea.,1
194, It is one of the best location I have ever seen anywhere particularly for staying on sea-side.,1
195,The hotel tariff was low since it was off-season and very few visitors were occupying the rooms.,1
196, We selected a sea-side room on the fifth floor.,1
197, cleaning of the hotel were not of that standard.,0
198, We were standing at the front-side of the hotel where roaring sea weaves just few feets below relentlessly attempting to break the cement structure with enormous energydue to inclement weather.,1
199, Observing from the hotel balcony that tonnes of water waves dashingbeneath the hotel structure in roaring defiance of destruction was a frightening but worth experiencing.,1
200, Also viewing the sea at night from the hotel balcony was a memorable experience.,1
201, Gradually we came nearer with Resorts and Cottages in between.,1
202, Suddenly we observed that there was not enough “Charge” in our mobile.,1
203, We forgot to charge our mobile last night.,0
204, So the immediate requirement was to conserve the charge remaining in the mobile as much as possible.,0
205," including many volunteers and travellers passing through,",0
206, there were 3 other visitors staying there at the same time I was.,0
207," The rent is cheap (200 rps plus some volunteer work per day) and so I worked a bit now and then on digging a pool,",1
208, The first time I met some people volunteering at Buddha Garden who invited me to join them the following Monday.,1
209, There was also a big meeting (about 200 attendees) I attended where people discussed the issue of building a road through a place called Pony Farm.,1
210,"The next day I met up with some Buddha Garden people at one of the lodging areas,",1
211, Sadhana Forest is an all-vegan reforestation/restoration project with over 1000 volunteers per year.,1
212, Haiti and another location in India) and then we watched the first part of a documentary on all kinds of issues mankind is experiencing nowadays.,1
213,The last day I hung out with Madi before the taxi showed up at the Youth Centre to take me away to the Pondicherry bus station.,1
214, 150 rupees to get to Mysore is not a whole lot of money so I took the taxi (which fit 10 people) and got to Mysore about 3 hours later.,1
215, I thought of doing some sight-seeing in Mysore but touristing with my house on my back and lack of sleep didn’t seem like a fun idea so instead I went to a hotel where they had wifi and I could charge my laptop and phone.,1
216, The land had gotten very green and beautiful though and it was clear I was in for the next stage of my stay in India.,1
217, The memories of these natural beauty remains in the heart and mind for long and gives us enthusiasm to go back to our work of daily life and makes our wait sweet for the next venture.,1
218," TV and internet cables,",1
219," local shops ambience,",0
220, All of a sudden we saw a small hotel beside a shop.,1
221, but unfortunately we were not allowed to take pictures inside.,1
222," A 'kinda-obvious-on-hindsight' tip to anyone trying this for the first time: Getting enough calories is necessary for a trip like this,",1
223," Sadly - 2-wheelers are not allowed on top of Nandi hills,",0
224," The hotel staff suggest it will take 7-8 hours,",1
225, We manage this despite a delay caused by the fact that the mobile phone signal is too weak to allow us to pay our bill by credit card and we have to scrabble around to see if we have enough to pay by cash instead.,1
226, the hotel has not succeeded in finding us a guide.,0
227," We encounter Mr H as we set out before breakfast to find an ATM to replenish our cash,",0
228, and suggest to him that we hire an auto rickshaw driver to show us the way.,1
229, the grateful Wodeyars were reinstated as the ruling Maharajas by the British.,1
230," The rooms are mostly devoid of furniture and the whole place could do with some maintenance and TLC,",1
231," I stayed at Malvikaa's daughter's place for 2 days and then we drove south through Mysore and Gundlupet to the Bandipur National Forest & Wildlife Reserve,",1
232," but unfortunately that's not possible right now due to an unstable internet connection,",1
233, I feel very comfortable here and have been considering the reasons.,0
234,"We return to the lodge where the occupants of one very full jeep,",1
235,"leave the lodge and set off for the hills in Wayanad,",0
236," Our hotel is perched on a hillside overlooking rolling slopes of tea in all directions,",1
237," The hotel is newly built and we have a spacious room with floor to ceiling glass on two walls,",1
238," But despite a lot of sitting and waiting patiently,",1
239, There’s a lot of sitting waiting involved in game drives and it’s always hard to know how long to wait and when to move on.,1
240,We return to the lodge for breakfast and start the mega-task of downloading and editing the photos before heading out again at 3.,0
241," We manage to get photos of a brilliant blue Indian kingfisher,",1
242, and survey the groups of huddled people waiting on the corners for the gangmasters to arrive looking for day rate workers.,1
243," She manages to render three roadside toilets (one in a petrol station and two in a hotel,",1
244," A legless beggar sees us waiting in the car and drags himself over on his knuckles to scratch pathetically at the car door,",0
245,"After six hours we roll into our lodge in Kabini,",0
246, But it is the place you need to stay to be sure of getting on safari.,0
247, The number of visitors per day is limited so you don’t want to find you are staying in a nice lodge but cannot get into the park!,1
248,As the trip was shortly planned we were unable to book accommodation in the few hotels available at Hampi or near by town Hospet.,1
249,where we could book Hotel Sarvesh thru makemytrip.,1
250,Carry with you adequate drinking water as no shops are available in most of the parts.,0
251, However avoid peak ours for lunch as these small restaurants would be crowded too much and you have to wait outside for long time.,0
252,The city was once magnificent and prosperous ruled by the Deva Raya kings.,1
253, The market place with miles forgotten shops which sold gold-silver jewellery in return of horses must have been splendid.,0
254,"They developed many facilities like roads,",1
255, One can stay in Udaipur and then hire transport from there.,1
256, there is 24 hour transport availability in form of state roadways buses/private travel buses taxis etc.,1
257, Many hotels are available on way to lake side where one can stay.,1
258, the hotel’s restaurant.,0
259, and I was amazed at the skill of the painters who’d managed to paint a cow in one of the frescos whose eyes and face literally followed you as you walked past it.,1
260, On our way back to the hotel we briefly stopped in at St Philomena’s Church and the Eco-Friendly Incense Sticks Factory.,0
261, where we kicked back in the rooftop bar before heading down to the hotel lobby at midnight to access the free wifi.,1
262, so we settled in the hotel lobby with the free wifi and caught up on our travel notes.,1
263," Leaving our shoes in the open air ‘cloak room’ across the street,",1
264, we had just enough time to enter the temple before it closed.,1
265,We arrived in Mysore and checked into our hotel – KVC International Hotel.,1
266," the hotel had huge clean rooms with hot water that worked,",0
267, the wifi only worked in the lobby.,0
268," The biggest let down at this hotel was that the hotel staff were inefficient,",0
269,"We decided to have a quick lunch in the hotel restaurant,",1
270, How could a business as large as this hotel operate so inefficiently?,1
271, because apparently the well fed Maharaja wasn’t already heavy enough on the poor elephant’s back.,1
272, where the eyes of some of the humans and the heads of the animals followed you from one side of the room to the other – our guide liked calling them ‘the Indian Mona Lisas’.,0
273, It was impressive enough that a few of us kept walking backwards and forwards to test the theory.,1
274,On our way back to the hotel we dropped into St Philomena’s Church.,0
275,The usual suspects gathered for pre-dinner drinks at our hotel’s bar before our minibus drove us to Park Lane Restaurant for dinner.,1
276, had one last drink in the hotel bar before calling it a night.,1
277, Andrew and I went for a walk around the hotel to find an ATM.,0
278," As was the case in all the smaller shops and cafes we went to,",0
279, and we entered the rectangular complex through a room with tall pillars.,1
280, the three shrines and their associated rooms were all as decorative as the outside walls.,0
281, so our group was using two day rooms until we left.,0
282, you could be relegated to lying in your bunk very early in the journey rather than sitting comfortably until you’re ready to sleep.,0
283, I packed a few layers of clothing and a warm jacket for when the aircon was cranked to ‘arctic’.,0
284, but Andrew reliably informed me that they were a bit ‘messy’ as the trip wore on.,1
285, We had already booked a home stay “Kanthi niwas” for us.,0
286, There was very less water however we even enjoyed there and then returned back to our home stay to have our lunch and then we got ready to head towards Kemmanagundi hills.,1
287, We then went back to our home-stay which took around 40 minutes to reach.,0
288,Where should we stay in Bangalore?,0
289, But we were so lucky to have stayed in Villa Camelot - the advantages outweighed the disadvantages.,1
290," all perfectly clean and our room was just amazing: huge,",0
291,a room with a bathroom.,0
292, By stepping outside the room we were standing in the family living room and the kitchen.,1
293, we really enjoyed some extensive shopping experience.,1
294," a really beautiful part of Bangalore: new shopping malls for the middle class,",1
295," It is ruled by business,",0
296, For lunch we managed to get a table in the famous and delicious Queen's Restaurant in Church Street.,1
297," visited some of the little shops til we finally reached Krishnarajendra Market,",1
298, a fantastic shopping street with small shops galore!,0
299, about a lot old society rules and a lot of society pressure.,0
300, to visit our new friends again who made our stay great (despite the traffic)!,1
301," staying in the middle of town would have saved us a lot of hours on the bus,",1
302, Without an express ticket we would have had to wait for 3 hours in a squeezed queue.,1
303, Finally we had enough of the crowd and took a public bus down the hill and back to downtown Mysore.,0
304, A visit to the Philomena's Cathedral and a walk over the Devaraja Market was enough tourist activity for us.,1
305, The Thali is really good and cheap - but it is extremely spicy!,0
306, We had an Ok place to stay last time in Mysore but this time we wanted to be a bit closer to town.,1
307, We were welcomed very friendly - our room was small but looked clean and ok.,1
308, When we entered into our room and switched on the lights we saw some small bugs running around in the bed.,1
309,"next room we carefully checked the matrasse and the sheets,",0
310, We had to wait in a queue for 20 minutes but without much hassle and much pushing.,0
311, food was decent and later we could sit along the river and enjoy the sound of frogs.,1
312, Just some big hotels were having crazy parties where one could spent a lot of money.,1
313, we did not feel like staying overnight in another pilgrimage town.,1
314, But somehow we managed to find a local bus to Shravanabelagola.,0
315, The whole trip set us back about 1 US$ per person one way - that looked like another really cheap day!,1
316, This hotel is the only decent sleeping option here.,0
317, this time we were glad we had chosen to stay in Hassan!,1
318,What a cheap an fulfilled day it was!,1
319, In the evening we had another fantastaic dinner at the Mayura International Hotel in Hassan.,0
320, as there were 150 stairs waiting for us.,1
321, Somehow we managed with 4-5 breaks in between.,0
322, A must visit place in south India - all 3 destinations can be comfortably covered in a day's time.,1
323, We arrived at the bus station in Hassan and were really surprised how clean and well organized this bus station is.,1
324, So we decided to move on to Halebid to save some time instead of stay in Hassan for the night.,1
325," We arrived in Halebid and quickly found the only decent hotel in this grab little town,",1
326, as there was only one alternative: the Shree Lodge a few meters away.,1
327," They had a free room (well,",0
328, no one is staying there voluntarily) for only 400 Rupees.,0
329," it was cheap (even though for the shithole we got,",0
330," The lodge is about 10 years old,",0
331," they obey to the religious rules and ceremonies,",1
332, It maybe wrong in concern of the society rules but not for oneself.,1
333, For 60 Rupees he got a perfect cut and the time was coming closer when the only restaurant in the big hotel opened.,1
334, We got up the next morning very early as we wanted to escape out of our room quickly.,0
335, There we went to Mayura Velapuri Hotel for having a nice breakfast.,0
336, we took our backpacks from the hotel and went to the bus station again.,0
337, They had a huge and cheap room available.,0
338," As it was quite cold a night we did not need an AC room,",1
339, accomodation is sometimes a lottery while travelling.,1
340, There is nothing to see in Hassan but it is ok for some cheap shopping.,1
341," We weren't allowed inside as the service had already started,",0
342," We will stay there overnight before flying to Goa the following day,",0
343," It was quite an experience waiting in the rain for Muhto to find us,",1
344, For the first half of our journey we enjoy the luxury of a 4 lane highway where the flyovers through the villages have actually been completed.,1
345, “In India no road rules local people very bad driving”.,0
346, built in the 14th century and converted into a hotel 15 years ago.,0
347," Our room is on the top of the battlements,",0
348," and the small lad charged with taking our luggage to the room almost keels over as he staggers up the steep,",1
349, described as a luxury residency.,1
350, but we did not have enough sun those days) - and then it was a bucket shower.,1
351, I driver of the lodge took us there.,0
352, checked me and said: you must stay here for the night.,0
353, I really did not feel sick enough to stay in this place.,1
354, After a wonderful lunch (I was feeling much better at that time) we went for a walk around the hills of the lodge before we enjoyed a nice bonfire.,1
355, faster and easier to have our own driver than to take a riskshaw to town and a bus to Kushalnagar and another rickshaw to Bylakuppe.,1
356, It is a beautiful and really well maintained temple.,0
357, Even non-Hindus were allowed to participate in the ceremony.,0
358, Sujata and the rest of the Rainforest crew who made our stay so wonderful and who took great care of us!,0
359," inside they'd managed to cram as many seats as a small airplane,",1
360," I get a room at Sunset point,",1
361, which seemed reasonable until the last night when I noticed fucking cockroaches crawling all over the place!,1
362," basically places where the hippies go and stay in tents,",0
363, I wasn't staying there long!,0
364,Now to Thrissur to meet Anu (from the Raleigh project that I volunteered with last year)!,0
365," 450rs they hire a push iron (bicycle) for you,",1
366," there's like a long continuous room with pillars stretching the length from one temple to the next,",0
367, they did a decent job.,0
368," where only woman used to be allowed in as it was the queens resting quarters,",0
369,"Next day I hire a push iron (bicycle for none northerners) 50rs for the day,",1
370," you can also stay on this side of the river,",0
371," but it turns out most people are actually staying on this side,",0
372,I waited for these day finally I am going to a national park.,0
373,we cross a lawn between that we can see lots of foreigners with there kids and as always they charge more from them but later we found they also get good seats.,1
374, We spend half an hour and then we move inside information center.,0
375, we checked in at Ashirwadh Hotel and straight away went to explore the Zoological Garden which was interestingly set up in around 8-10 acres within an exquisite bandstand.,1
376," The zoo authorities do not allow one to carry plastics and food items as part of their new project scheme ,",1
377, but the sad part was that we were not allowed cameras inside the palace so as to capture the royal moments.,1
378,Well we got togged up and enjoyed a very nice drink in the rather plush Harbour Bar at the lavishly beautiful Taj Mahal Palace Hotel in Mumbai.,1
379,com earlier as much to our surprise the room rate was pretty reasonable so we could have treated ourselves to a night's stay.,1
380, We chose to stay way down South in Palolem and very pleased we did as it was a lovely quiet resort with a wonderful bay.,0
381,From Goa we flew to Bangalore (short 1hr 10min trip) and then took a cab onto Mysore which we'd expected to take 4 hours but had omitted to take into account the rush hour in Bangalore so ended up being nearly 6 hours.,1
382, Unfortunately cameras are not allowed inside.,1
383,") We also had lunch at Parklane hotel in Mysore; they served good biryani,",1
384,"We intended to reach our stay point (near Kutta) by nightfall,",1
385,won’t allow any vehicles into the forest after 6pm.,1
386," From there we came to our stay point,",0
387, The river was 10km from our stay point and located in Tata Tea estates.,1
388, Fog is a luxury we can’t afford).,0
389," booked us a room at VanVihar homestay,",0
390," The narrow and rugged pathway to the view point allow some vehicles (small cars and jeeps) to travel through; there are also paid jeep services to get you to the view point,",1
391, but we managed to have fun; we thought we deserved it for all the walking we did.,0
392, coz we didn’t have enough sleep last night and the physical demand was too high for us at Mallalli falls.,1
393," we shopped at Coorgh spices for tea,",0
394, the rest of us stayed in Bangalore to see a movie and to eat at Truffles and KFC.,0
395, I am not sure how long it stays as a souvenir though.,0
396, On the last beach in the row we hired a boat which took us to the beaches not easily accessible.,1
397, We managed to spot some dolphins too in the ocean.,1
398, I and Varun managed to get far ahead of Pawan and Imon and hence decided to take a detour onto a road which looked like going nowhere.,1
399, Managed to find a cheap room for four of us.,1
400, We hired at auto rickshaw driver who became our tour guide as well and took as around some temples and important places of the Madikeri town.,1
401,We return to the hotel and breakfast on the roof.,0
402, It was built in the 18th century and converted into a heritage hotel about fifteen years ago.,0
403,Currently I am sitting at the airport waiting for a flight to Goa.,1
404, I know the streets and some shops where I have become a regular customer give me a sense of safety.,1
405," differnt spices are used but again served with chicken and gravy - there was salad at the table in the food house but I was not game enough to try it,",1
406," expensive supermarket for local standards but a must for western comfort food) so I finally made a delicious pork and fennel pasta topped with Granda Padano and plan to cook goat soon,",1
407," and a very old friend of mine who owns a hotel in Bangalore,",1
408, It was so delicious and the stalls stretched for miles with most major hotels and food places bringing out their finest halal street food.,0
409, Something all people must know is the rickshaw and taxi guys see foreigners as an easy pass to getting free stuff.,0
410," a main branded shopping street in Bangalore when a cabbie approached me,",0
411," I upset him as I failed to stay in the stores for longer than 5 minutes because I was like,",0
412," you will not be charged a fortune,",0
413, and ladies if you are not comfortable with someone you don't know touching your breasts I do not recommend this.,0
414," This experience has really allowed me the time I've needed to explore myself as a teacher and an artist,",1
415, Never travel in a cab or rickshaw without the metre.,0
416, extreme comfort worn throughout the places I visited.,0
417," They stepped outside of their comfort zones and inspired me,",1
418, a more comfortable sleeping/shower option and then we head to her parents place to meet them.,1
419, This temple seemed to have preserved better and the grounds were really well maintained with greenery and a garden surrounding it.,1
420," and willingness to let go a bit of yourself will allow you to experience them and what they believe,",0
421," my escort leads me straight on to the road where we are walking amongst the taxi traffic,",1
422, After finally getting ushered to the cab rank and getting in the cab we are off in to the extremeness of the traffic.,1
423," sublets and my old room at my folks place,",0
424," I'm left with not much information except for a dinosaur nokia mobile with no internet,",0
425," I'm feeling like I can cope with this forgetting that I am cushioned from the real environment of the city in his luxury car and his knowledge of were to go (he took me to a palace for lunch,",0
426," but by the time a rickshaw driver with decent english finally pointed me to the right road,",0
427, know I am going to learn a lot from observing the traditional movement disciplines but am so hungry so I do not stay to watch Bharatnataym (classical indian dance).,1
428," on the way I ask the internet shop man about getting a dongle,",0
429," but first I am given the Wifi code and an internet dongle now,",1
430," I am brave enough one evening,",1
431," I stayed back late having philosophical convocations with some students,",0
432, still after they leave I feel lonely and I am grateful for the invitation to stay the night with a friend.,1
433, they are so excited to meet me and we stay up the entire night talking laughing and I feel like I have found long lost relatives.,1
434, I am going to stay in India until the 26th of July (when my Visa expires).,1
435,The farm we were staying at had four lovely dogs.,1
436, we also looked at lots of pictures on the internet and decided we had to go if we were near it.,1
437,"We travelled by train from Goa to Hampi in Air Con (AC) 3 tier which was more than Ok,",0
438," This is the last tier of ac compartments,",0
439, the next step down is non ac and non booking of seats so a free for all and we werent quite ready to try that with all our bags.,1
